Date,BTC-USD,ETH-USD,DOGE-USD,SHIB-USD,BRL=X,EURBRL=X,EUR=X
2022-07-22,-0.01941107679491816,-0.02495282862569259,-0.03426244788001365,0.0,0.005045484852867155,0.008764366561039738,-0.003747253971139397
2022-07-23,-0.010983941711781742,0.00773532856566761,0.008303455875022792,0.0,,,
2022-07-24,0.006395837363315726,0.03238835646038862,-0.005871744896263964,0.0,,,
2022-07-25,-0.05517510011323534,-0.09633979863866915,-0.08000111334060378,-0.08333335859707414,,,
2022-07-26,-0.005708686992848544,-0.0024745407341075776,0.003306280246383686,0.0,-0.02554258695466416,-0.017220252453990392,-0.0024174545544747295
2022-07-27,0.0796052030234431,0.13484879413164408,0.07213006001392808,0.0,-0.0011574849939575138,-0.010250199448105679,0.009417168344179938
2022-07-28,0.0398306162434614,0.054537154456223425,0.031139561682930195,0.09090912097503123,-0.020018319117167227,-0.012793003547802329,-0.00780986841767628
2022-07-29,-0.0016462880701044735,0.0011236618798609044,-0.0028796232318644144,0.0,-0.011501024795168346,-0.012715805880370246,0.0016641227440676865
2022-07-30,-0.006235163651508224,-0.018199243328242076,0.010666238215104151,0.0,,,
2022-07-31,-0.013497960448739299,-0.008521467271251915,-0.01970011315374587,0.0,,,
2022-08-01,-0.0009725914343493569,-0.027547461014490793,0.006635154774261132,0.0,,,
2022-08-02,-0.014415336683737068,-0.0013762059625289647,-0.029552543426126676,0.0,0.002475289521458812,0.006531021948050331,-0.005175613133490242
2022-08-03,-0.0057275961266136655,-0.008616897144064772,-0.007481860337192003,0.0,0.018074832527505524,0.007560698537301791,0.01040501776769287
2022-08-04,-0.009434736504108754,-0.006590196519029812,0.017554194965345937,0.0,0.0009474040757890823,0.0010639204056159812,-0.00019291743031080166
2022-08-05,0.029091011085651708,0.07713492098552788,0.03574977678235647,0.0,-0.013553667535456837,-0.004810783780938577,-0.00879654054766188
2022-08-06,-0.014085221654344782,-0.023435675512644583,-0.015638262652583945,0.0,,,
2022-08-07,0.009346662498644243,0.00454746092581626,0.0038733820042988754,0.0,,,
2022-08-08,0.02733856978257987,0.044820223025767714,0.016173509694725086,0.0,,,
2022-08-09,-0.02709709734425869,-0.04082817853633558,-0.013275338168934336,0.0,-0.0105526282964441,-0.01907546121793391,-0.002624071413056206
2022-08-10,0.033815983988709775,0.08732558197044393,0.02994578456099517,0.0,0.0026614645464033693,0.003628180516352053,-0.001029961328887774
2022-08-11,0.00041284726535173455,0.015920919087778707,-0.0037222031700470115,0.0,-0.005855184530214386,0.0031178060801961838,-0.008993418913839979
2022-08-12,0.018586602023192844,0.040411101481618195,0.01994934277220639,0.08333328280585173,0.012427142076543163,0.014663260808211787,-0.0015451282626528506
2022-08-13,0.0008708010561344626,0.012308152490466462,0.006842134207869721,0.0,,,
2022-08-14,-0.004288162539464846,-0.02247702236489202,0.12145807171317013,0.3076923453636864,,,
2022-08-15,-0.007498615226969818,-0.016818369924346488,-0.06080531609169193,-0.11764709658801464,,,
2022-08-16,-0.010510085263709001,-0.01370043034245405,0.13352446649491734,0.06666669091985922,0.004078893625825586,-0.004749848930963085,0.00929227219380424
2022-08-17,-0.02291530796119967,-0.02403430246154259,-0.07830820648537407,-0.06250002131628207,0.009054627966710083,0.0103758035196857,-0.0008536148891563622
2022-08-18,-0.005281958173694035,0.007642215771740624,-0.06331561890923365,-0.06666663028687769,0.004523969563965835,0.004723507483339828,-0.0009356987344697476
2022-08-19,-0.10059931398792521,-0.12670250024321428,-0.09509986818409932,-0.07142859462996654,0.0003871936217374472,-0.008070173177590179,0.008948403056044274
2022-08-20,0.013819043648011897,-0.022308619790894157,0.023565303426462236,0.0,,,
2022-08-21,0.01738918520335342,0.02683264680235764,-0.0013229762336769424,0.0,,,
2022-08-22,-0.006279006699941081,0.0019680431761850414,-0.015220005507902257,0.0,,,
2022-08-23,0.006036741981122917,0.024815958508431768,0.00554160808821158,0.0,-0.0023798496529174873,-0.009993551595897099,0.00963385812265427
2022-08-24,-0.006181150878381003,-0.0034344459615821554,-0.011342173851289328,0.0,-0.010201491243280736,-0.007302453249644736,-0.002753298549295957
2022-08-25,0.009623023027591993,0.023775751072091955,0.016237751443406223,0.0769231038312046,0.0012932111785544098,0.0013375112780120713,-0.00021921335554697663
2022-08-26,-0.06207539958496022,-0.11121660664574373,-0.07992018236636311,-0.1428571242960267,-0.0002739660580688419,7.858306215613453e-05,-0.00021938026145706946
2022-08-27,-0.010773990107132536,-0.010868818096081423,0.00023603897995072565,0.0,,,
2022-08-28,-0.021201944769558057,-0.040799154786720804,-0.028323441915715564,0.0,,,
2022-08-29,0.03472427641744291,0.08562456118434225,0.034004473652461176,0.0,,,
2022-08-30,-0.024691382971281484,-0.018800891209749815,-0.03697155421581089,0.0,-0.006972795651282837,-0.0023009516502212612,-0.007523607388589593
2022-08-31,0.012777568511970205,0.019586105840063928,-0.003169388061184497,0.0,0.018837495113965375,0.020279183618522767,-0.0011015458768340869
2022-09-01,0.0038592451457939436,0.020912747832753542,0.016990008046456673,0.0,0.011675383560229458,0.013094762996107123,-0.0013934639727717357
2022-09-02,-0.007818752974256604,-0.005646469590486647,-0.011816203878239118,0.0,0.011328252358810298,0.002808285685538925,0.008713822974490082
2022-09-03,-0.006894600364241943,-0.01290103625298844,0.017181787461229225,0.0,,,
2022-09-04,0.007796708085036963,0.013340153730219573,0.008485680799881434,0.08333328280585173,,,
2022-09-05,-0.008722884940063236,0.025063757153335864,-0.007718314174439245,0.0,,,
2022-09-06,-0.04494735474422451,-0.024118572173160158,-0.05684585761123495,-0.07899339364029523,-0.0033068762942771723,-0.0030735113227378097,-0.004300743743857249
2022-09-07,,,,,0.016259499920062925,0.010770961659310352,0.005871840754985813
