date_time,ticker,vlr
2022-08-14 23:24:56.469554,BTC-USD,24741.46484375
2022-08-14 23:24:56.469554,ETH-USD,1976.650146484375
2022-08-14 23:24:56.469554,DOGE-USD,0.08012450486421585
2022-08-14 23:24:56.469554,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:24:56.469554,BRL=X,5.071300029754639
2022-08-14 23:24:56.469554,EURBRL=X,5.2027997970581055
2022-08-14 23:24:56.469554,EUR=X,0.975600004196167
2022-08-14 23:25:00.004940,BTC-USD,24741.46484375
2022-08-14 23:25:00.004940,ETH-USD,1976.650146484375
2022-08-14 23:25:00.004940,DOGE-USD,0.08012450486421585
2022-08-14 23:25:00.004940,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:25:00.004940,BRL=X,5.071300029754639
2022-08-14 23:25:00.004940,EURBRL=X,5.2027997970581055
2022-08-14 23:25:00.004940,EUR=X,0.975600004196167
2022-08-14 23:25:03.278396,BTC-USD,24741.46484375
2022-08-14 23:25:03.278396,ETH-USD,1976.650146484375
2022-08-14 23:25:03.278396,DOGE-USD,0.08012450486421585
2022-08-14 23:25:03.278396,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:25:03.278396,BRL=X,5.071300029754639
2022-08-14 23:25:03.278396,EURBRL=X,5.2027997970581055
2022-08-14 23:25:03.278396,EUR=X,0.975600004196167
2022-08-14 23:25:06.459101,BTC-USD,24741.46484375
2022-08-14 23:25:06.459101,ETH-USD,1976.650146484375
2022-08-14 23:25:06.459101,DOGE-USD,0.08012450486421585
2022-08-14 23:25:06.459101,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:25:06.459101,BRL=X,5.071300029754639
2022-08-14 23:25:06.459101,EURBRL=X,5.2027997970581055
2022-08-14 23:25:06.459101,EUR=X,0.975600004196167
2022-08-14 23:25:08.802519,BTC-USD,24741.46484375
2022-08-14 23:25:08.802519,ETH-USD,1976.650146484375
2022-08-14 23:25:08.802519,DOGE-USD,0.08012450486421585
2022-08-14 23:25:08.802519,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:25:08.802519,BRL=X,5.071300029754639
2022-08-14 23:25:08.802519,EURBRL=X,5.2027997970581055
2022-08-14 23:25:08.802519,EUR=X,0.975600004196167
2022-08-14 23:25:11.722763,BTC-USD,24741.46484375
2022-08-14 23:25:11.722763,ETH-USD,1976.650146484375
2022-08-14 23:25:11.722763,DOGE-USD,0.08012450486421585
2022-08-14 23:25:11.722763,SHIB-USD,1.7025591660058126e-05
2022-08-14 23:25:11.722763,BRL=X,5.071300029754639
2022-08-14 23:25:11.722763,EURBRL=X,5.2027997970581055
2022-08-14 23:25:11.722763,EUR=X,0.975600004196167
2022-08-14 23:25:14.881701,BTC-USD,24741.46484375
2022-08-14 23:25:14.881701,ETH-USD,1976.650146484375
2022-08-14 23:25:14.881701,DOGE-USD,0.08012450486421585
